Nh,Nh,"(23, 24)","(25, 26)",黄寿臣,黄寿臣,"['过', '了', '有', '五', '、', '六天', '，', '一角', '公文', '送到', '，', '拆开', '一看', '，', '椿寿', '几乎', '昏厥', '，', '顿足', '骂', '道', '，', '“', '黄寿臣', '，', '黄寿臣', '，', '你好', '狠', '的', '心', '！']",胡雪岩全集（高阳）.txt
Nh,Nh,"(19, 20)","(26, 27)",黄宗汉,戈什,"['这句', '话', '就', '如', '焦雷', '轰顶', '，', '一时', '天旋地转', '，', '不得不', '颓然', '坐', '倒', '，', '等定', '定神', '看时', '，', '黄宗汉', '已', '无', '踪影', '，', '抚院', '的', '戈什', '哈', '低声', '向', '他', '说道', '：', '“', '大人', '请', '回', '吧', '！']",胡雪岩全集（高阳）.txt
Ns,Nh,"(4, 6)","(6, 7)",陕西蒲城,王鼎,"['他', '想起', '的', '是', '陕西', '蒲城', '王鼎', '尸谏', '的', '往事', '，', '这重', '公案', '发生', '在', '十年', '以前', '，', '王鼎', '与', '奸臣', '穆彰阿', '，', '同', '为', '大学士', '值', '军机', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(18, 19)","(21, 22)",王鼎,穆彰阿,"['他', '想起', '的', '是', '陕西', '蒲城', '王鼎', '尸谏', '的', '往事', '，', '这重', '公案', '发生', '在', '十年', '以前', '，', '王鼎', '与', '奸臣', '穆彰阿', '，', '同', '为', '大学士', '值', '军机', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(5, 6)",道光,林则徐,"['道光', '二十二年', '，', '为了', '保荐', '林则徐', '夏用', '，', '王鼎', '不惜', '自杀', '尸谏', '，', '遗疏', '痛劾', '穆彰阿', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(5, 6)","(8, 9)",林则徐,王鼎,"['道光', '二十二年', '，', '为了', '保荐', '林则徐', '夏用', '，', '王鼎', '不惜', '自杀', '尸谏', '，', '遗疏', '痛劾', '穆彰阿', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(8, 9)","(15, 16)",王鼎,穆彰阿,"['道光', '二十二年', '，', '为了', '保荐', '林则徐', '夏用', '，', '王鼎', '不惜', '自杀', '尸谏', '，', '遗疏', '痛劾', '穆彰阿', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(3, 4)","(5, 6)",章京,陈孚恩,"['那时', '有个', '军机', '章京', '叫', '陈孚恩', '，', '是', '穆彰阿', '的', '走狗', '，', '一看', '王鼎', '不曾', '入值', '，', '亦', '未', '请假', '，', '心里', '一支', '，', '借故', '出宫', '，', '赶到', '王鼎家', '一看', '，', '听得', '哭声', '震天', '，', '越发', '有数', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(3, 4)","(8, 9)",章京,穆彰阿,"['那时', '有个', '军机', '章京', '叫', '陈孚恩', '，', '是', '穆彰阿', '的', '走狗', '，', '一看', '王鼎', '不曾', '入值', '，', '亦', '未', '请假', '，', '心里', '一支', '，', '借故', '出宫', '，', '赶到', '王鼎家', '一看', '，', '听得', '哭声', '震天', '，', '越发', '有数', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(5, 6)","(8, 9)",陈孚恩,穆彰阿,"['那时', '有个', '军机', '章京', '叫', '陈孚恩', '，', '是', '穆彰阿', '的', '走狗', '，', '一看', '王鼎', '不曾', '入值', '，', '亦', '未', '请假', '，', '心里', '一支', '，', '借故', '出宫', '，', '赶到', '王鼎家', '一看', '，', '听得', '哭声', '震天', '，', '越发', '有数', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(8, 9)","(13, 14)",穆彰阿,王鼎,"['那时', '有个', '军机', '章京', '叫', '陈孚恩', '，', '是', '穆彰阿', '的', '走狗', '，', '一看', '王鼎', '不曾', '入值', '，', '亦', '未', '请假', '，', '心里', '一支', '，', '借故', '出宫', '，', '赶到', '王鼎家', '一看', '，', '听得', '哭声', '震天', '，', '越发', '有数', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(1, 2)","(7, 8)",王鼎,王抗骤,"['趁', '王鼎', '的', '儿子', '，', '翰林院', '编修', '王抗骤', '遭大故', '，', '五中', '昏', '瞀', '的', '当儿', '，', '劝', '他', '把', '王鼎', '的', '尸首', '解', '下来', '，', '同时', '把', '遗疏', '抓', '到', '手里', '，', '一看', '内容', '，', '不出所料', '，', '便', '又', '劝', '王抗', '以', '个人', '前程', '为重', '，', '不必', '得罪', '穆彰阿', '，', '又', '说', '“', '上头', '”', '对', '王鼎', '印象', '不佳', '，', '而', '大臣', '自杀', '，', '有伤', '国体', '，', '说不定', '天颜', '震怒', '，', '不但', '王鼎', '身后', '的', '恤典', '落空', '，', '而且', '别有', '不测之祸', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(2, 3)",陈孚恩帮,穆彰阿,"['陈孚恩帮', '了', '穆彰阿', '这个', '大忙', '，', '收获', '也', '下', '小', '，', '不久', '，', '穆彰阿', '就', '保', '他', '当', '山东', '巡抚', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(13, 14)","(18, 19)",穆彰阿,山东,"['陈孚恩帮', '了', '穆彰阿', '这个', '大忙', '，', '收获', '也', '下', '小', '，', '不久', '，', '穆彰阿', '就', '保', '他', '当', '山东', '巡抚', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(2, 3)",穆彰阿,道光,"['穆彰阿', '是', '道光', '十五年', '乙未', '科', '会试', '的', '大', '主考', '，', '黄宗汉', '是', '他', '的', '门生', '，', '颇为', '巴结', '这位', '老师', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(7, 8)",秦桧,穆彰阿,"['秦桧', '门下', '有', '“', '十客', '”', '，', '穆彰阿', '门下', '有', '“', '十子', '”', '，', '黄宗汉', '与', '陈孚恩', '都', '在', '“', '穆门十子', '”', '之数', '，', '自然', '熟知', '其', '事', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(7, 8)","(14, 15)",穆彰阿,黄宗汉,"['秦桧', '门下', '有', '“', '十客', '”', '，', '穆彰阿', '门下', '有', '“', '十子', '”', '，', '黄宗汉', '与', '陈孚恩', '都', '在', '“', '穆门十子', '”', '之数', '，', '自然', '熟知', '其', '事', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(14, 15)","(16, 17)",黄宗汉,陈孚恩,"['秦桧', '门下', '有', '“', '十客', '”', '，', '穆彰阿', '门下', '有', '“', '十子', '”', '，', '黄宗汉', '与', '陈孚恩', '都', '在', '“', '穆门十子', '”', '之数', '，', '自然', '熟知', '其', '事', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(3, 4)","(6, 7)",何桂清,黄宗汉,"['这位', '钦差', '名叫', '何桂清', '，', '是', '黄宗汉', '的', '同年', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(7, 8)","(11, 12)",江苏,京里,"['这年', '秋天', '，', '由', '户部', '侍郎', '外放', '江苏', '学政', '，', '在', '京里', '饯行', '送', '别的', '应酬', '甚', '多', '，', '所以', '一直', '迟迟', '不能', '启程', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(20, 21)","(25, 26)",彭蕴章,京,"['就', '在', '这', '殷', '摒挡', '行囊', '，', '准备', '到任', '的', '期间', '内', '，', '出', '了', '椿', '寿', '这件', '案子', '，', '彭蕴章', '和', '他', '一些', '在', '京', '同年', '商量', '的', '结果', '，', '奏请', '密派', '问桂清于', '赴', '江苏', '学政', '途中', '，', '顺道', '查办', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(24, 25)","(26, 27)",桂清,黄是,"['“', '上头', '”', '只', '对椿寿', '的', '死因', '怀疑', '，', '不曾', '想到', '是', '他', '所', '信任', '的', '黄宗汉', '干', '的', '好事', '，', '自然', '不会', '以何', '桂清', '与', '黄是', '同年', '为', '嫌', '，', '便准', '了', '军机处', '的', '建议', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(10, 11)","(12, 13)",杭州,黄宗汉,"['这个', '消息', '，', '很快', '、', '很', '秘密', '地', '传到', '了', '杭州', '，', '黄宗汉', '等于', '服下', '一位', '定心丸', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(6, 7)",胡雪岩,平步青云,"['胡雪岩', ' ', '(', '第一部', ')', ' ', '平步青云', '高', ' ', '阳', ' ', '著']",胡雪岩全集（高阳）.txt
Nh,Ns,"(4, 5)","(8, 9)",王有龄,通州,"['就', '在', '同一天', '，', '王有龄', '到', '了', '北', '通州', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(2, 3)","(8, 9)",杭州,苏州,"['他', '从', '杭州', '动身', '，', '坐', '乌篷船', '到', '苏州', '，', '然后', '换', '搭', '漕船', '北上', '，', '偏偏', '又', '逢', '丰北', '决口', '，', '舍舟', '换车', '，', '却', '又', '舍不得', '多花', '盘缠', '，', '一路', '托', '客店', '代找', '便', '车', '、', '便', '船', '，', '花费', '固然', '省得', '多', '，', '时间', '却', '虚掷', '了', '，', '以至于', '走', '了', '几乎', '半年', '，', '才', '到', '北', '通州', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(2, 3)","(7, 8)",通州,京城,"['到', '了', '通州', '就', '等于', '到', '了', '京城', '了', '，', '王有龄', '心情', '颇为', '悠闲', '，', '要', '了', '两个', '碟子', '，', '一壶', '白干', '，', '慢慢', '喝', '着', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(7, 8)","(10, 11)",京城,王有龄,"['到', '了', '通州', '就', '等于', '到', '了', '京城', '了', '，', '王有龄', '心情', '颇为', '悠闲', '，', '要', '了', '两个', '碟子', '，', '一壶', '白干', '，', '慢慢', '喝', '着', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(26, 27)","(28, 29)",刘四,刘四,"['因为', '心有', '所属', '，', '他', '对', '那些', '野草闲花', '，', '懒得', '一顾', '，', '且', '有', '厌烦', '之感', '，', '便', '亲自', '走出', '屋去', '，', '大声', '喊道', '：', '“', '刘四', '，', '刘四', '！', '”']",胡雪岩全集（高阳）.txt
Nh,Ns,"(14, 15)","(18, 19)",王有龄,云南,"['喉音', '特重', '的', '云南', '话', '，', '本', '就', '能予', '人以', '纯挚', '的', '感觉', '，', '王有龄', '又', '从小', '在', '云南', '住', '过', '，', '所以', '入耳', '更觉', '亲切', '，', '随即', '含笑', '问道', '：', '“', '你家', '哪里', '，', '昆明', '？', '”']",胡雪岩全集（高阳）.txt
Nh,Ns,"(10, 11)","(15, 16)",王老爷,云南,"['姓', '杨', '的', '顿', '有', '他乡遇故知', '的', '惊喜', '：', '“', '王老爷', '，', '你家', '也', '是', '云南', '人', '？', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(1, 2)","(7, 8)",杨,王老爷,"['姓', '杨', '的', '大声', '说道', '：', '“', '王老爷', '，', '你老', '不要', '麻烦', '了', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(4, 5)",王有龄,刘四,"['王有龄', '十分高兴', '，', '“', '刘四', '，', '回头', '杨', '二爷', '要', '看看', '我', '，', '我', '想', '留', '他', '便饭', '，', '你', '给', '提调', '一下子', '，', '不必', '太', '讲究', '，', '可', '也', '别', '太', '寒酸', '！', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(7, 8)",王有龄,杨,"['王有龄', '十分高兴', '，', '“', '刘四', '，', '回头', '杨', '二爷', '要', '看看', '我', '，', '我', '想', '留', '他', '便饭', '，', '你', '给', '提调', '一下子', '，', '不必', '太', '讲究', '，', '可', '也', '别', '太', '寒酸', '！', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(4, 5)","(7, 8)",刘四,杨,"['王有龄', '十分高兴', '，', '“', '刘四', '，', '回头', '杨', '二爷', '要', '看看', '我', '，', '我', '想', '留', '他', '便饭', '，', '你', '给', '提调', '一下子', '，', '不必', '太', '讲究', '，', '可', '也', '别', '太', '寒酸', '！', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(9, 10)","(12, 13)",杨,杨承福,"['进屋', '坐定', '，', '彼此', '重新', '请教', '姓名', '，', '姓', '杨', '的', '叫', '杨承福', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(5, 6)",王有龄,杨,"['王有龄', '管', '他', '叫', '“', '杨', '二哥', '”', '，', '他', '十分高兴', '，', '接着', '便', '把', '带来', '的', '一个', '包裹', '解开', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(42, 43)","(48, 49)",杨承福要,江苏,"['杨承福为', '王有龄', '谋', '，', '与其', '花大', '价钱', '捐', '“', '本班', '尽', '先', '”', '，', '不如', '省些', '捐个', '“', '指省', '分发', '”', '，', '州', '县', '分发', '省份', '，', '抽签', '决定', '，', '各凭', '运气', '，', '“', '指省', '分发', '，', '便', '可', '有所', '趋避', '，', '杨承福要', '他', '报', '捐时', '指明', '分发', '江苏', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(4, 5)","(9, 10)",江苏,江苏,"['“', '我们', '大人', '是', '江苏', '学政', '，', '身分', '与', '江苏', '巡抚', '、', '江宁', '将军', '并行', '，', '连', '两江', '总督', '也', '要', '买帐', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(9, 10)","(12, 13)",江苏,江宁,"['“', '我们', '大人', '是', '江苏', '学政', '，', '身分', '与', '江苏', '巡抚', '、', '江宁', '将军', '并行', '，', '连', '两江', '总督', '也', '要', '买帐', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(12, 13)","(17, 18)",江宁,两江,"['“', '我们', '大人', '是', '江苏', '学政', '，', '身分', '与', '江苏', '巡抚', '、', '江宁', '将军', '并行', '，', '连', '两江', '总督', '也', '要', '买帐', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(5, 6)",王有龄,丁忧,"['王有龄', '又', '问', '：', '“', '丁忧', '服满', '起', '复', '，', '仍旧', '是', '兵部', '侍郎', '？', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(7, 8)","(11, 12)",杨承福,王有龄,"['等', '饭', '罢订', '了', '后', '约', '，', '杨承福', '刚刚', '告辞', '，', '王有龄', '跟着', '也', '上', '了', '街', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(3, 4)","(7, 8)",通都大邑,京城,"['这部', '书', '在', '通都大邑', '都', '有得卖', '，', '京城', '里', '琉璃厂', '荣主斋', '刻印', '的', '《爵秩全览》', '，', '王有龄', '买', '了', '两本', '，', '一本', '是', '今年', '，', '咸丰', '壬子年', '夏季', '的', '，', '一本', '是', '秋季', '的', '，', '翻', '到', '户部', '这', '一栏', '一看', '，', '几', '几乎', '不', '相信', '自己', '的', '眼睛', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(3, 4)","(9, 10)",通都大邑,琉璃厂,"['这部', '书', '在', '通都大邑', '都', '有得卖', '，', '京城', '里', '琉璃厂', '荣主斋', '刻印', '的', '《爵秩全览》', '，', '王有龄', '买', '了', '两本', '，', '一本', '是', '今年', '，', '咸丰', '壬子年', '夏季', '的', '，', '一本', '是', '秋季', '的', '，', '翻', '到', '户部', '这', '一栏', '一看', '，', '几', '几乎', '不', '相信', '自己', '的', '眼睛', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(7, 8)","(9, 10)",京城,琉璃厂,"['这部', '书', '在', '通都大邑', '都', '有得卖', '，', '京城', '里', '琉璃厂', '荣主斋', '刻印', '的', '《爵秩全览》', '，', '王有龄', '买', '了', '两本', '，', '一本', '是', '今年', '，', '咸丰', '壬子年', '夏季', '的', '，', '一本', '是', '秋季', '的', '，', '翻', '到', '户部', '这', '一栏', '一看', '，', '几', '几乎', '不', '相信', '自己', '的', '眼睛', '。']",胡雪岩全集（高阳）.txt
Ns,BOOK,"(7, 8)","(13, 14)",京城,《爵秩全览》,"['这部', '书', '在', '通都大邑', '都', '有得卖', '，', '京城', '里', '琉璃厂', '荣主斋', '刻印', '的', '《爵秩全览》', '，', '王有龄', '买', '了', '两本', '，', '一本', '是', '今年', '，', '咸丰', '壬子年', '夏季', '的', '，', '一本', '是', '秋季', '的', '，', '翻', '到', '户部', '这', '一栏', '一看', '，', '几', '几乎', '不', '相信', '自己', '的', '眼睛', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(9, 10)","(15, 16)",琉璃厂,王有龄,"['这部', '书', '在', '通都大邑', '都', '有得卖', '，', '京城', '里', '琉璃厂', '荣主斋', '刻印', '的', '《爵秩全览》', '，', '王有龄', '买', '了', '两本', '，', '一本', '是', '今年', '，', '咸丰', '壬子年', '夏季', '的', '，', '一本', '是', '秋季', '的', '，', '翻', '到', '户部', '这', '一栏', '一看', '，', '几', '几乎', '不', '相信', '自己', '的', '眼睛', '。']",胡雪岩全集（高阳）.txt
Ns,BOOK,"(9, 10)","(13, 14)",琉璃厂,《爵秩全览》,"['这部', '书', '在', '通都大邑', '都', '有得卖', '，', '京城', '里', '琉璃厂', '荣主斋', '刻印', '的', '《爵秩全览》', '，', '王有龄', '买', '了', '两本', '，', '一本', '是', '今年', '，', '咸丰', '壬子年', '夏季', '的', '，', '一本', '是', '秋季', '的', '，', '翻', '到', '户部', '这', '一栏', '一看', '，', '几', '几乎', '不', '相信', '自己', '的', '眼睛', '。']",胡雪岩全集（高阳）.txt
Nh,BOOK,"(15, 16)","(13, 14)",王有龄,《爵秩全览》,"['这部', '书', '在', '通都大邑', '都', '有得卖', '，', '京城', '里', '琉璃厂', '荣主斋', '刻印', '的', '《爵秩全览》', '，', '王有龄', '买', '了', '两本', '，', '一本', '是', '今年', '，', '咸丰', '壬子年', '夏季', '的', '，', '一本', '是', '秋季', '的', '，', '翻', '到', '户部', '这', '一栏', '一看', '，', '几', '几乎', '不', '相信', '自己', '的', '眼睛', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(11, 12)","(13, 15)",孙瑞珍,王庆云,"['上面', '写得', '明明白白', '，', '汉缺', '的', '户部', '尚书', '和', '侍郎', '是', '孙瑞珍', '、', '王', '庆云', '、', '何桂清', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(11, 12)","(16, 17)",孙瑞珍,何桂清,"['上面', '写得', '明明白白', '，', '汉缺', '的', '户部', '尚书', '和', '侍郎', '是', '孙瑞珍', '、', '王', '庆云', '、', '何桂清', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(13, 15)","(16, 17)",王庆云,何桂清,"['上面', '写得', '明明白白', '，', '汉缺', '的', '户部', '尚书', '和', '侍郎', '是', '孙瑞珍', '、', '王', '庆云', '、', '何桂清', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(0, 1)","(4, 5)",何桂清,云南昆明,"['何桂清', '字根', '云', '，', '云南昆明', '人', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(7, 8)",王有龄,梅林,"['王有龄', '的', '父亲', '单名', '燮', '，', '字', '梅林', '，', '家贫', '力学', '，', '很受', '人', '尊敬', '，', '嘉庆', '二十三年', '中', '了', '福建', '乡试', '第三十六', '名', '举人', '，', '悉索敝赋', '凑', '了', '一笔', '盘缠', '，', '到', '北京', '去', '会试', '，', '房官', '已经', '荐', '了', '他', '的', '卷子', '，', '主司', '不取', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(16, 17)","(20, 21)",嘉庆,福建,"['王有龄', '的', '父亲', '单名', '燮', '，', '字', '梅林', '，', '家贫', '力学', '，', '很受', '人', '尊敬', '，', '嘉庆', '二十三年', '中', '了', '福建', '乡试', '第三十六', '名', '举人', '，', '悉索敝赋', '凑', '了', '一笔', '盘缠', '，', '到', '北京', '去', '会试', '，', '房官', '已经', '荐', '了', '他', '的', '卷子', '，', '主司', '不取', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(3, 4)","(6, 7)",道光,王燮,"['下', '想到', '了', '道光', '三年', '，', '王燮', '的', '曾祖母', '故世', '，', '奔丧', '回籍', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(0, 1)","(4, 5)",王燮,云南,"['王燮', '携眷', '到', '了', '云南', '，', '随即', '奉委', '署理', '曲靖', '府', '同知', '，', '迁转', '各县', '，', '最后', '调署', '首县', '昆明', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(4, 5)","(9, 10)",云南,曲靖,"['王燮', '携眷', '到', '了', '云南', '，', '随即', '奉委', '署理', '曲靖', '府', '同知', '，', '迁转', '各县', '，', '最后', '调署', '首县', '昆明', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(1, 2)","(4, 5)",何桂清,杨承福,"['这个', '何桂清', '可', '就是', '杨承福', '的', '主人', '？']",胡雪岩全集（高阳）.txt
Nh,Ns,"(10, 11)","(14, 15)",王有龄,昆明,"['可惜', '，', '这样', '的', '日子', '，', '并', '不', '太久', '，', '王有龄', '的', '母亲', '在', '昆明', '病', '殁', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(4, 5)","(11, 12)",归乡,何桂清,"['他', '万里迢迢', '，', '扶柩', '归乡', '，', '从此', '再', '没', '万', '跟', '何桂清', '见', '过', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(4, 5)","(10, 11)",云南,云南,"['而且', '他', '也', '不尾', '云南', '人', '，', '不', '可能', '在', '云南', '应', '乡试', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(6, 7)","(9, 10)",江苏,何桂清,"['看起来', '，', '这位', '户部', '侍郎', '放', '江苏', '学政', '的', '何桂清', '与', '自己', '的', '同窗', '旧交', '何桂清', '，', '不过', '姓名', '巧合', '而已', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(9, 10)","(15, 16)",何桂清,何桂清,"['看起来', '，', '这位', '户部', '侍郎', '放', '江苏', '学政', '的', '何桂清', '与', '自己', '的', '同窗', '旧交', '何桂清', '，', '不过', '姓名', '巧合', '而已', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(14, 15)","(16, 17)",天黑,杨承福,"['疑云', '越来越', '深', '，', '渴求', '澄清', '的', '心情', '也', '越来越重', '，', '好不容易', '盼', '到', '天黑', '，', '杨承福', '应约而至', '，', '依然', '是', '四', '碟', '一', '火锅', '，', '对', '坐', '小', '的', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(2, 3)",王有龄,何桂清,"['王有龄', '问到', '何桂清', '，', '这次', '不再', '用', '“', '你家', '大人', '”', '的', '笼统', '称呼', '了', '，', '“', '何', '大人', '什么', '时候', '到', '？', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(39, 40)","(45, 46)",刘四雇,杨承福,"['第二天', '一早', '，', '收拾', '整齐', '，', '揽镜', '自照', '，', '果然', '“', '佛要金装', '、', '人要衣装', '”', '，', '穿', '上', '这身', '借来', '的', '新', '袍褂', '，', '自觉', '气宇轩昂', '，', '派头', '十足', '，', '心里', '一', '高兴', '，', '精神', '越觉', '爽健', '，', '叫', '刘四雇', '了', '乘车', '，', '一直', '来到', '杨承福', '所说', '的', '“', '行辕', '”', '：', '西门', '一座', '道观', '的', '精舍', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(4, 5)","(8, 9)",何桂清,通州,"['消息', '来', '了', '，', '何桂清', '已经', '到', '了', '通州', '，', '正在', '“', '接宫厅', '”', '与', '迎候', '的', '官员', '应酬', '，', '马上', '就要', '到', '“', '行辕', '”', '了', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(11, 12)","(14, 15)",杨承福,王老爷,"['他', '亲手', '来', '扶', '“', '故人', '”', '，', '同时', '回头', '问', '杨承福', '：', '“', '王老爷', '可', '曾', '带', '跟班', '？', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(3, 4)",杨承福,王有龄,"['杨承福', '转脸', '向', '王有龄', '说', '，', '“', '王老爷', '请', '随', '我', '来', '。', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(7, 8)",杨承福,王老爷,"['杨承福', '转脸', '向', '王有龄', '说', '，', '“', '王老爷', '请', '随', '我', '来', '。', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(3, 4)","(7, 8)",王有龄,王老爷,"['杨承福', '转脸', '向', '王有龄', '说', '，', '“', '王老爷', '请', '随', '我', '来', '。', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(5, 6)","(8, 9)",杨承福,何桂清,"['踱', '着', '方步', '，', '由', '杨承福', '领到', '西面', '何桂清', '的', '屋子里', '，', '进门', '一揖', '，', '从容', '说道', '：', '“', '多谢', '何', '大人', '厚赐', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(7, 8)","(13, 14)",王有龄,老何,"['他', '的', '所谓', '“', '先君', '”', '，', '王有龄', '从前', '管', '他', '叫', '“', '老何', '”', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(7, 8)",王有龄,何桂清,"['王有龄', '不曾', '说出', '这句', '话', '来', '，', '何桂清', '心里', '却', '明白', '：', '他', '已', '听', '杨承福', '略略', '提', '过', '，', '知道', '他', '此行', '是', '为了', '上京', '加捐', '，', '是', '境况', '似乎', '并', '不怎么', '好', '，', '随即', '问道', '：', '“', '这', '几年', '一直', '在', '浙江', '？', '”']",胡雪岩全集（高阳）.txt
Nh,Ns,"(0, 1)","(6, 7)",王有龄,京里,"['王有龄', '答道', '，', '“', '那年', '在', '京里', '与', '先父', '见面', '，', '因为', '回', '福建', '乡试', '，', '路途遥远', '，', '当时', '报捐', '了', '一个', '盐', '大使', '，', '分发', '到', '浙江', '候补', '，', '一直', '住', '在', '杭州', '。', '”']",胡雪岩全集（高阳）.txt
Ns,Ns,"(6, 7)","(13, 14)",京里,福建,"['王有龄', '答道', '，', '“', '那年', '在', '京里', '与', '先父', '见面', '，', '因为', '回', '福建', '乡试', '，', '路途遥远', '，', '当时', '报捐', '了', '一个', '盐', '大使', '，', '分发', '到', '浙江', '候补', '，', '一直', '住', '在', '杭州', '。', '”']",胡雪岩全集（高阳）.txt
Ns,Nh,"(13, 14)","(16, 17)",福建,路途遥远,"['王有龄', '答道', '，', '“', '那年', '在', '京里', '与', '先父', '见面', '，', '因为', '回', '福建', '乡试', '，', '路途遥远', '，', '当时', '报捐', '了', '一个', '盐', '大使', '，', '分发', '到', '浙江', '候补', '，', '一直', '住', '在', '杭州', '。', '”']",胡雪岩全集（高阳）.txt
Ns,Ns,"(27, 28)","(33, 34)",浙江,杭州,"['王有龄', '答道', '，', '“', '那年', '在', '京里', '与', '先父', '见面', '，', '因为', '回', '福建', '乡试', '，', '路途遥远', '，', '当时', '报捐', '了', '一个', '盐', '大使', '，', '分发', '到', '浙江', '候补', '，', '一直', '住', '在', '杭州', '。', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(1, 2)","(3, 4)",王有龄,胡雪岩,"['于是', '王有龄', '把', '胡雪岩', '赠金', '的', '经过', '，', '说', '了', '一遍', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(5, 6)","(9, 10)",何桂清,王有龄,"['等', '杨承福到', '了', '跟前', '，', '何桂清', '吩咐', '他', '替', '王有龄', '备饭', '，', '又', '叫', '到', '客店', '去', '结帐', '，']",胡雪岩全集（高阳）.txt
Ns,Ns,"(22, 23)","(28, 29)",江苏,浙江,"['打定', '了', '这个', '主意', '，', '他', '便', '用', '反衬', '的', '笔法', '，', '逼', '进一步', '：', '“', '如果', '你', '不', '愿意', '我', '到', '江苏', '，', '那么', '我', '就', '回', '浙江', '。', '”']",胡雪岩全集（高阳）.txt
